"time" "V" "Vadj" "D" "rho" "I" "S" "normPW"
"2009-03-31 19:20:00" 12.6 12.5429017004314 168 1.1842897481569 0.0817460317460317 0.193272286407259 100.357575757576
"2009-10-20 00:00:00" 11.1 11.0115221537833 179 1.17205686603534 0.0513513513513513 0.180198499028348 80.8727272727273
"2009-03-10 13:20:00" 11.2 11.1474040990994 179 1.18370291066541 0.0473214285714286 0.287724930932997 88.569696969697
"2009-02-11 01:40:00" 11.6 11.5306122245857 168 1.17912183712304 0.0353448275862069 0.307573003315129 95.4424242424242
"2009-02-11 02:10:00" 11.6 11.5373466100815 169 1.18118902126946 0.0396551724137931 0.307573003315129 94.7515151515152
"2009-03-10 13:30:00" 11.1 11.0504655819816 179 1.18453621084892 0.0342342342342342 0.311481628653422 86.3333333333333
"2009-04-25 14:10:00" 11.3 11.1995818417732 179 1.16881463772249 0.0530973451327434 0.324197218555799 87.7939393939394
"2009-04-28 01:00:00" 11.6 11.5100672690394 170 1.17283027149282 0.0594827586206896 0.326639472857001 90.6363636363636
"2009-05-16 05:20:00" 10.2 10.1141549016318 159 1.17047956512646 0.0862745098039216 0.28568878626464 31.7151515151515
"2009-05-07 04:10:00" 10.8 10.709163827119 160 1.17049879193412 0.0481481481481481 0.261623219731485 76.5272727272727
"2009-05-13 13:20:00" 12.3 12.2233882689095 150 1.17824345522201 0.083739837398374 0.291043915582146 96.9757575757576
"2009-02-10 00:20:00" 13.7 13.6147368206461 164 1.1782612621075 0.064963503649635 0.287008982477752 101.412121212121
"2009-11-14 00:30:00" 13.2 13.1502575536099 149 1.18701588747728 0.0613636363636364 0.359042629528682 101.278787878788
"2009-04-27 23:40:00" 14.6 14.4835316567814 166 1.17203451275754 0.0780821917808219 0.278016135930391 101.466666666667
"2009-11-07 07:30:00" 14.2 14.1362417998397 182 1.18443821576471 0.0823943661971831 0.215442137106078 101.236363636364
"2009-02-10 01:50:00" 14.8 14.7267625594519 171 1.18280256339803 0.110810810810811 0.270745327267606 101.442424242424
"2009-11-07 00:20:00" 14.1 14.0233485021238 163 1.18106389215782 0.109929078014184 0.25105094816306 101.084848484848
"2009-02-10 00:00:00" 14.2 14.1050637671206 164 1.17661851374625 0.0563380281690141 0.243189669431158 101.375757575758
"2009-11-07 00:40:00" 14 13.9223551529422 162 1.18067282317092 0.0957142857142857 0.296603943674662 101.151515151515
"2009-11-07 07:10:00" 14 13.9387685440319 183 1.18485351668188 0.075 0.213557633449414 101.163636363636
"2009-02-10 00:10:00" 13.7 13.6147368206461 164 1.1782612621075 0.0467153284671533 0.261623219731485 101.339393939394
"2009-11-07 02:30:00" 13.5 13.4423358937112 165 1.18521864083101 0.0637037037037037 0.408371905384182 101.248484848485
"2009-11-13 23:30:00" 12.3 12.2450258235733 151 1.18451163455011 0.0357723577235772 0.299464510796575 99.1151515151515
