"time" "V" "Vadj" "D" "rho" "H" "I" "normPW"
"2008-12-19 15:30:00" 7.8 7.88306460523988 265.0284301 1.2730588974413 76.44720793 0.0897435897435897 31.3233333333333
"2008-12-07 22:50:00" 10.9 11.0191526449439 253.9079869 1.27412533412162 73.00692439 0.119266055045872 71.0066666666667
"2008-12-09 11:20:00" 7.2 7.26846131108635 12.2115889 1.2687527809005 84.96351123 0.125 24.8566666666667
"2008-12-24 09:30:00" 5.4 5.4702727343954 300.6885724 1.28201382007735 84.43803549 0.166666666666667 9.97666666666667
"2008-04-14 19:10:00" 5.1 5.14331989649417 334.523242 1.26493185359432 78.56735706 0.137254901960784 5.38333333333333
"2008-12-17 16:20:00" 6 6.04608516941586 326.1248567 1.26187424953393 79.83889103 0.15 13.9366666666667
"2008-12-10 10:50:00" 4.4 4.44072116890216 268.3381151 1.26779645266378 75.70809245 0.136363636363636 5.41
"2008-12-19 14:20:00" 6.9 6.97105568871514 282.0918151 1.2717315080358 74.86324489 0.101449275362319 21.4366666666667
"2008-12-17 15:50:00" 6.4 6.44790963806558 329.5814477 1.26114189438937 76.40376568 0.09375 16.6333333333333
"2008-12-10 00:00:00" 6.4 6.45991821479128 340.5502536 1.26820127147008 75.06615056 0.125 18.3066666666667
"2008-12-22 12:40:00" 8.6 8.69688132026794 294.876306 1.27538799378101 86.84264541 0.0930232558139535 39.87
"2008-12-20 18:50:00" 9 9.08517040598373 307.4784545 1.26858260368508 82.62416601 0.0888888888888889 47.8333333333333
"2008-12-22 15:00:00" 6.9 6.9806690501162 315.9497115 1.27700007100291 87.34689355 0.101449275362319 21.09
"2008-12-07 12:40:00" 9 9.09347668572472 276.7352509 1.27206525891477 73.44769657 0.0777777777777778 43.3966666666667
"2008-12-07 13:00:00" 9.2 9.29601789537786 275.6991205 1.27225573839539 72.68358588 0.0760869565217391 46.2066666666667
"2008-12-19 15:10:00" 9.1 9.19633447384107 271.0700718 1.27282045236685 74.91739929 0.0879120879120879 45.33
"2008-12-19 14:40:00" 8.1 8.183589223718 278.5329139 1.27181357403102 72.21087635 0.0864197530864197 32.5233333333333
"2008-12-12 03:50:00" 9.6 9.67463228079586 257.393583 1.26222491745645 74.8253572 0.104166666666667 54.4633333333333
"2008-12-07 17:20:00" 9.4 9.50127175667129 267.4072339 1.27352861154639 69.95186985 0.0957446808510638 52.3366666666667
"2008-12-19 13:00:00" 9.5 9.59999594480265 299.5882524 1.27259256052757 70.51602602 0.105263157894737 50.19
"2008-12-07 20:20:00" 10 10.1079834835265 261.6927354 1.27362219273185 70.57295799 0.1 61.6266666666667
"2008-12-07 17:10:00" 9.4 9.501498667406 268.2854217 1.27361985750434 71.21963501 0.0851063829787234 51.2266666666667
"2008-12-07 18:40:00" 9.5 9.60240176285705 260.3273311 1.27354955889572 74.1772908 0.0947368421052632 53.9766666666667
"2008-12-07 17:30:00" 10 10.1071262882408 266.4286385 1.27329819625129 69.58528638 0.09 58.4166666666667
"2008-12-07 20:00:00" 8.9 8.99640162863069 260.2589484 1.27374805477164 72.20532179 0.101123595505618 47.2733333333333
"2008-12-19 13:40:00" 8.2 8.28657965646556 296.7254886 1.27271574943078 72.22039759 0.0975609756097561 34.3466666666667
"2008-12-07 11:50:00" 7.7 7.77949418180423 281.5652607 1.2718296711679 73.00256014 0.0909090909090909 27.8266666666667
"2008-12-19 15:40:00" 8 8.08542094676839 262.4433924 1.27316588198188 73.75655472 0.0875 32.3333333333333
"2008-12-12 08:50:00" 10.2 10.2893000499191 247.3498617 1.26591349019773 69.73168254 0.107843137254902 62.7866666666667
"2008-12-10 15:20:00" 6.7 6.75265013512528 221.5140886 1.26254069549357 79.85833168 0.104477611940299 20.2666666666667
"2008-04-26 03:30:00" 8.1 8.16223193787268 203.2629474 1.26188211518318 91.32197619 0.0740740740740741 33.7333333333333
"2008-12-22 05:50:00" 11.4 11.5025122714052 280.8921681 1.26680745052888 92.06089377 0.105263157894737 79.91
"2008-12-21 05:10:00" 10.7 10.7875675187267 262.724894 1.26376491728037 91.65682197 0.0934579439252337 72.71
"2008-12-22 05:20:00" 12.7 12.8078351901143 270.9912043 1.2649200477393 90.06611347 0.110236220472441 91.02
"2008-12-22 06:00:00" 11.7 11.8068557658144 279.7371512 1.26733735374762 92.05256462 0.128205128205128 84.4033333333333
"2008-12-22 05:30:00" 11.5 11.6018025586116 278.8098321 1.26628055237998 90.83696604 0.11304347826087 82.0033333333333
"2008-12-22 07:40:00" 11.2 11.3103547899694 294.8072468 1.27005247220364 87.43715167 0.0982142857142857 76.6233333333333
"2008-12-22 07:30:00" 11.5 11.6101904941926 291.1580165 1.26902904616121 88.39942932 0.104347826086957 79.9633333333333
"2008-12-21 05:00:00" 10.9 10.9915218802644 260.999817 1.26456465697594 92.94739723 0.100917431192661 76.5033333333333
"2008-12-20 14:30:00" 10.8 10.889925106942 281.1511343 1.26430093672487 86.12891913 0.101851851851852 74.0933333333333
"2008-12-22 08:10:00" 11 11.1089585335117 297.4416684 1.27024948856471 84.99068737 0.1 76.3433333333333
"2008-12-22 08:00:00" 11.1 11.2092682810314 297.9223382 1.27001807437033 85.6748569 0.108108108108108 76.8033333333333
"2008-12-20 14:40:00" 10.4 10.4851968689895 282.7208245 1.26379547692939 86.22651458 0.0961538461538461 69.49
"2008-12-20 13:50:00" 11.1 11.1881147588327 276.9772197 1.26284150728966 84.89864588 0.0990990990990991 78.3766666666667
"2008-12-20 15:10:00" 10.1 10.1835184768445 284.0089929 1.26408562593854 85.32672405 0.0891089108910891 66.6366666666667
"2008-12-20 16:00:00" 9.8 9.88467369572553 286.7510037 1.26548159170826 86.72183752 0.0816326530612245 56.5733333333333
"2008-12-20 15:00:00" 10 10.0845600145223 286.0489882 1.26478851047507 85.69965124 0.1 61.5
"2008-12-20 15:30:00" 10 10.0835482307224 285.7601078 1.26440786001454 85.10772586 0.09 62.3966666666667
"2008-12-22 11:50:00" 10.4 10.5126377116361 295.2754865 1.27374391735187 85.30886889 0.0865384615384615 64.8833333333333
