"time" "V" "Vadj" "D" "rho" "H" "I" "normPW"
"2010-01-02 15:40:00" 8.1 8.16722520745214 271.578935 1.27566001840773 78.40231657 0.0864197530864197 35.9366666666667
"2010-01-02 17:00:00" 11.8 11.8864505346078 267.2311994 1.27197023122581 71.55249536 0.11864406779661 82.9666666666667
"2010-01-04 13:00:00" 7.5 7.55840163723518 332.6643824 1.27371573495148 86.14161491 0.133333333333333 31.22
"2010-01-04 13:10:00" 5.3 5.34335858800434 341.2415974 1.27521014500482 86.01823092 0.169811320754717 10.6133333333333
"2010-01-04 17:30:00" 5.3 5.33210456569809 322.8680948 1.26716967481666 77.79273272 0.132075471698113 10.5466666666667
"2010-01-04 19:10:00" 5.8 5.83474149116494 305.4933428 1.26691443499323 79.44374204 0.155172413793103 13.69
"2010-01-04 20:50:00" 4.3 4.32501969452571 291.2811077 1.26626705739602 75.93105435 0.13953488372093 4.66333333333333
"2010-01-04 22:00:00" 7 7.0384227555989 303.9840072 1.26502274236218 75.8511138 0.1 22.9733333333333
"2010-01-04 22:20:00" 7 7.03710793336227 300.8751063 1.2643139318528 74.99396801 0.1 22.47
"2010-01-04 22:40:00" 6.7 6.73610658310611 306.4091545 1.26464563600905 74.47226405 0.134328358208955 21.5366666666667
"2010-01-04 23:30:00" 9 9.05869915367933 282.7400486 1.26892627070972 83.89907122 0.1 48.27
"2010-01-04 23:40:00" 9 9.05643140342096 286.4249782 1.26797352213822 81.97887659 0.0888888888888889 45.42
"2010-01-05 00:00:00" 6.6 6.64564694978728 308.4246441 1.27041729489344 86.64374881 0.106060606060606 19.4066666666667
"2010-01-05 00:30:00" 8.9 8.95291642381235 273.7559271 1.26674727342702 75.79914272 0.0786516853932584 43.6666666666667
"2010-01-05 00:40:00" 8.6 8.65078021538812 272.3924783 1.26659243082626 73.97713959 0.0813953488372093 40.3966666666667
"2010-01-05 00:50:00" 8.5 8.5491691161001 269.8958277 1.26613890754427 73.12177837 0.0941176470588235 41.2466666666667
"2010-01-05 01:10:00" 8.1 8.14657721454207 269.8243905 1.26600926798276 74.0802896 0.0864197530864197 34.39
"2010-01-05 01:50:00" 9.4 9.45568389982683 265.5980217 1.26666474406684 75.43374777 0.106382978723404 53.97
"2010-01-05 02:10:00" 9.2 9.25491862962306 265.8250601 1.26683700034783 71.11251712 0.0978260869565217 48.6733333333333
"2010-01-05 02:20:00" 9.5 9.55721519130297 268.9675856 1.26703813233796 72.40230024 0.105263157894737 53.9733333333333
"2010-01-05 02:30:00" 9.2 9.25630373350842 269.5245973 1.26740587519554 70.88955104 0.0978260869565217 48.4566666666667
"2010-01-05 02:50:00" 9.4 9.45652982132834 269.4824216 1.26700472840257 72.1208179 0.0851063829787234 53.0433333333333
"2010-01-05 03:00:00" 9.7 9.75826408733381 262.7408734 1.26697751039225 72.83950269 0.0927835051546392 55.85
"2010-01-05 03:40:00" 9.2 9.25778860808649 273.8330946 1.26801591589776 71.23887599 0.0869565217391304 49.71
"2010-01-05 04:10:00" 8.9 8.95445812848744 275.9401839 1.26740179305655 72.45705009 0.101123595505618 45.5466666666667
"2010-01-05 04:50:00" 9 9.05482747664369 266.4937367 1.26729995334486 71.21189892 0.1 47.56
"2010-01-05 05:00:00" 8.4 8.45073046648213 267.9352198 1.26710119242096 72.54056275 0.0952380952380952 38.23
"2010-01-05 05:10:00" 8.6 8.65125328863655 270.7989674 1.26680023535319 73.75635624 0.0930232558139535 40.87
"2010-01-05 12:10:00" 9.7 9.7444326341789 265.655623 1.26159766635897 71.28648341 0.11340206185567 58.0633333333333
"2010-01-06 02:00:00" 7 7.04038311665044 200.8937026 1.26608004973317 78.44575763 0.1 24.6233333333333
"2010-01-06 06:50:00" 8.1 8.15120702861285 205.6856193 1.26816896736618 88.18202138 0.0740740740740741 34.4133333333333
"2010-01-17 10:00:00" 12.4 12.4615125756451 298.1964373 1.26302990015812 95.21850467 0.104838709677419 86.7166666666667
"2010-01-17 10:40:00" 11.9 11.9612163698709 294.9421071 1.26372204763712 93.55777502 0.092436974789916 86.6633333333333
"2010-01-17 10:50:00" 12.4 12.4627436621703 293.0316671 1.26340426547617 92.91546226 0.104838709677419 88.7666666666667
"2010-01-17 11:00:00" 12.5 12.5651107762089 291.57782 1.26396582986404 92.56673098 0.12 91.12
"2010-01-17 11:30:00" 12 12.064681594653 299.0080456 1.26464975162749 90.90064287 0.108333333333333 86.1933333333333
"2010-01-17 11:50:00" 10.9 10.961363348983 293.5889266 1.26555386769912 91.00458741 0.091743119266055 71.97
"2010-01-17 12:00:00" 11.6 11.6653993080994 291.4537188 1.26558485024155 91.21862769 0.103448275862069 79.56
"2010-01-17 12:10:00" 11.1 11.1624047738167 288.4232254 1.26552512442272 90.51184416 0.0990990990990991 75.7966666666667
"2010-01-17 12:30:00" 11.4 11.4663700401356 292.8356825 1.26627989764405 89.22325254 0.105263157894737 76.28
"2010-01-17 12:40:00" 11.6 11.6656871425295 291.1975231 1.26567853444546 88.29647899 0.103448275862069 78.08
"2010-01-17 13:00:00" 11.3 11.3650891395845 292.2438137 1.26604637986449 86.79583192 0.115044247787611 75.1466666666667
"2010-01-17 13:10:00" 10.8 10.8608121478174 290.3135603 1.26555798056895 85.4344368 0.101851851851852 69.99
"2010-01-17 13:30:00" 11.1 11.1639408648989 292.0908231 1.26604765413488 85.59511066 0.0990990990990991 72.6466666666667
"2010-01-17 14:00:00" 10.3 10.3639697836994 288.7398326 1.2677486225803 86.05651617 0.087378640776699 62.14
"2010-01-17 14:10:00" 10.1 10.163004600743 286.4167667 1.26785226925764 86.78075433 0.0792079207920792 62.9166666666667
"2010-01-17 14:20:00" 11 11.0713439667387 283.6297317 1.26878893574551 86.76905274 0.1 75.27
"2010-01-17 14:30:00" 9.4 9.46129572620571 281.3846783 1.26892133033382 86.3092351 0.0957446808510638 53.54
"2010-01-17 14:50:00" 11 11.0729429070692 279.7214883 1.2693387364231 86.96682334 0.0818181818181818 72.6966666666667
"2010-01-17 15:10:00" 9.7 9.76468734477993 282.9947679 1.26948107475047 86.87874794 0.0927835051546392 55.3033333333333
"2010-01-17 15:20:00" 9.1 9.15977853140003 281.18579 1.26910381582967 86.28186107 0.0879120879120879 48.4733333333333
"2010-01-17 16:00:00" 8.7 8.75795998216937 280.0595501 1.26945560816113 87.01581955 0.0804597701149425 42.1033333333333
"2010-01-17 16:10:00" 8.4 8.45434713484502 282.5037906 1.26872873681484 85.69112539 0.0833333333333333 39.5566666666667
"2010-01-17 16:20:00" 7.5 7.55004995326446 285.9663976 1.26949820775789 85.07003546 0.0933333333333333 27.9566666666667
