"time" "V" "Vadj" "D" "rho" "H" "I" "normPW"
"2009-03-21 20:00:00" 8.5 8.58426860009044 257.2515767 1.28029628708449 76.55492067 0.0823529411764706 39.8233333333333
"2009-02-26 01:30:00" 12.8 12.8912329957073 280.8510864 1.26972839963528 73.14459145 0.1171875 96.0933333333333
"2009-03-11 07:40:00" 6.7 6.75948537131977 318.0144071 1.27636197712022 89.0189302 0.134328358208955 23.1233333333333
"2009-03-17 03:50:00" 5.7 5.75677740646297 8.1146505 1.28047502814013 86.73354268 0.157894736842105 15.21
"2009-04-22 11:00:00" 5.5 5.5363397291347 0.2279468 1.26776131815542 79.03986812 0.127272727272727 10.64
"2009-02-08 06:10:00" 6.1 6.12963220507132 303.8293146 1.26116268637338 78.3455801 0.147540983606557 14.8133333333333
"2009-03-24 16:40:00" 4.1 4.12521561157394 309.6081288 1.2660351292995 74.08366203 0.146341463414634 3.75
"2009-05-04 05:00:00" 6.3 6.33988758365914 285.8412943 1.26671931272923 74.90668833 0.0952380952380952 14.8066666666667
"2009-12-16 08:00:00" 7.7 7.75317929179314 273.9014243 1.268892044502 72.24043429 0.103896103896104 31.8133333333333
"2009-03-29 10:50:00" 6.2 6.23657028762515 342.898356 1.26508516819504 71.84111893 0.129032258064516 15.0866666666667
"2009-02-11 05:50:00" 8.6 8.66735898837882 281.9643673 1.27239621676741 84.36126828 0.0930232558139535 45.29
"2009-02-11 09:30:00" 9.1 9.17441447930536 275.9973632 1.27370326408042 82.73069143 0.0879120879120879 47.8966666666667
"2009-04-21 16:20:00" 5.9 5.94407343939491 330.3713786 1.27102424044933 89.8971045 0.101694915254237 13.0733333333333
"2009-03-22 19:20:00" 8.9 8.95021457194929 285.6464746 1.2641182181802 77.70366669 0.0786516853932584 48.35
"2009-03-12 22:50:00" 8.8 8.84269170746548 292.2967992 1.26113855860385 72.88036585 0.0795454545454545 45.6166666666667
"2009-02-08 11:20:00" 8.9 8.94757669542544 286.8086579 1.26300083544752 71.55844569 0.0898876404494382 45.2633333333333
"2009-02-08 09:30:00" 7.6 7.63558030862231 275.0198047 1.26049967980709 74.61925328 0.0921052631578947 27.1133333333333
"2009-02-08 13:20:00" 9.8 9.8591345232316 270.2546545 1.26559723926087 74.77417827 0.102040816326531 57.67
