"time" "V" "Vadj" "D" "rho" "I" "S" "normPW"
"2008-11-13 23:40:00" 11.4 11.2268781751439 177 1.18547312361755 0.0543859649122807 0.207742891743504 99.4545454545455
"2008-11-06 19:40:00" 11.4 11.1730017326308 176 1.16848806405151 0.068421052631579 0.231587690549147 95.7818181818182
"2008-11-06 20:10:00" 11.5 11.2736180410829 170 1.1692992324403 0.0391304347826087 0.296603943674662 99.630303030303
"2008-11-04 00:00:00" 10.3 10.0980341413401 171 1.16957497204841 0.0310679611650485 0.319622077776256 78.1454545454546
"2008-11-06 20:20:00" 10.4 10.1964518393689 171 1.16970523911823 0.0576923076923077 0.307573003315129 87.6060606060606
"2008-11-06 20:30:00" 10.8 10.5910461235395 174 1.1705084353694 0.0675925925925926 0.275142616689834 90.2787878787879
"2008-11-05 15:00:00" 10.7 10.5389066283033 171 1.18594506850686 0.0775700934579439 0.346223953371498 86.8121212121212
"2008-11-06 19:50:00" 11.2 10.9782536141687 170 1.16889350751579 0.111607142857143 0.29379758819944 95.3454545454545
"2008-12-28 01:10:00" 12.5 12.2871011387347 167 1.17882000240425 0.0728 0.296603943674662 101.236363636364
"2008-12-27 17:00:00" 13.5 13.2358121327012 162 1.16971406848167 0.0785185185185185 0.322482644898168 101.393939393939
"2008-12-27 16:30:00" 14 13.7180850114676 162 1.16768472415745 0.0642857142857143 0.278016135930391 101.478787878788
"2008-11-06 11:40:00" 14.8 14.5490151445541 154 1.17908435764512 0.0722972972972973 0.283236420502785 101.224242424242
"2008-11-14 00:10:00" 13 12.8010711708149 173 1.18505393227257 0.07 0.216877503917364 101.49696969697
"2008-01-01 00:00:00" 8.9 8.89557141527122 217.9 1.23931232302788 0.098876404494382 0.28373113924561 64.0909090909091
"2008-12-27 16:40:00" 14 13.7196720180772 164 1.1680900295112 0.107857142857143 0.269089546301504 101.545454545455
"2008-11-06 10:40:00" 13.1 12.8867756233226 161 1.18153924111074 0.066412213740458 0.243362858005817 101.272727272727
"2008-11-06 11:30:00" 14.3 14.055858057849 157 1.17867266617947 0.0727272727272727 0.177793268622056 101.236363636364
"2008-11-06 09:20:00" 13.2 12.9806108672219 157 1.18030116296777 0.046969696969697 0.275549472641731 101.30303030303
"2008-11-06 09:40:00" 12.4 12.1939071782993 163 1.18030116296777 0.0532258064516129 0.458320688102218 101.272727272727
"2008-03-26 00:40:00" 12.8 12.6078701745287 153 1.18610875536564 0.05234375 0.379671240677656 100.315151515152
"2008-11-06 02:50:00" 12.4 12.172546478874 161 1.17410923813403 0.042741935483871 0.395341535057932 100.818181818182
"2008-11-06 02:20:00" 12 11.769022893688 161 1.17086472210464 0.035 0.287008982477752 99.569696969697
"2008-12-28 02:50:00" 13.2 12.9540193910503 187 1.17306228214558 0.075 0.329031235835128 101.454545454545
"2008-11-14 03:40:00" 12.4 12.2131322780328 196 1.18589261163015 0.0983870967741935 0.339321222944606 101.290909090909
"2008-11-08 07:10:00" 11.3 11.2217937666305 259 1.21557218732928 0.150442477876106 0.215442137106078 96.8727272727273
"2008-11-08 15:30:00" 9.5 9.44781097729351 256 1.22082104588994 0.18 0.144689376276111 74.4545454545455
"2008-12-15 03:50:00" 10 9.92776003163404 271 1.21445953627635 0.093 0.150649589949959 80.3636363636364
"2008-01-01 00:20:00" 10.7 10.697579191734 206.2 1.240321961629 0.100934579439252 0.175057763272416 92.9636363636364
"2008-11-08 06:40:00" 10.6 10.5191755924682 251 1.21298869812612 0.122641509433962 0.213402079679038 92.1939393939394
"2008-03-19 16:10:00" 10.3 10.2504039220976 263.8 1.22332119412315 0.0922330097087379 0.121741702612062 72.9636363636364
"2008-12-29 19:10:00" 9.2 9.14440544411571 244 1.21879923998983 0.104347826086957 0.162885628348216 68.1151515151515
"2008-11-09 03:40:00" 8 7.97188967998071 275 1.22812653615039 0.13125 0.213973555192633 47.3272727272727
"2008-11-27 17:50:00" 7 6.95948669217712 268 1.21973852842495 0.0742857142857143 0.19050784291021 28.8424242424242
"2008-03-15 16:20:00" 8.6 8.58276733090801 284.5 1.23371799896075 0.151162790697674 0.164610855668476 51.2606060606061
"2008-11-09 00:40:00" 10.3 10.2577762445934 277 1.22596261385128 0.176699029126214 0.142044829583562 85.8666666666667
"2008-11-09 01:30:00" 9.5 9.46546887724072 271 1.22767896817074 0.124210526315789 0.170948178264498 71.6060606060606
"2008-11-08 17:40:00" 10.7 10.637349145282 259 1.21948972522921 0.163551401869159 0.091421547964745 91.4969696969697
"2008-11-08 22:50:00" 11.4 11.3410908607306 274 1.2220224141705 0.112280701754386 0.137794875290845 96.5272727272727
"2008-12-06 16:10:00" 9.9 9.87665251697272 251 1.23240365054837 0.108080808080808 0.143354903383362 67.3818181818182
"2008-12-29 18:00:00" 10.5 10.4492665593262 238 1.22325996769864 0.128571428571429 0.13825448767925 92.1636363636364
"2008-02-26 09:00:00" 9.8 9.76614908674217 257.4 1.22834696879925 0.108163265306122 0.170351954918234 66.9090909090909
"2008-02-26 09:40:00" 10.5 10.4636338114471 255.7 1.22831268407352 0.115238095238095 0.0963908082139193 82.1515151515152
"2008-03-22 10:10:00" 10.9 10.9113898629301 237 1.24505908723324 0.111926605504587 0.0960016143133252 78.6363636363636
"2008-01-01 00:30:00" 11.1 11.0994906851777 205.6 1.24099334631546 0.0963963963963964 0.208260025816798 97.6424242424242
"2008-12-06 16:20:00" 9.9 9.87423739216267 258 1.23149979748599 0.12020202020202 0.150285424023547 70.1333333333333
"2008-02-26 08:10:00" 9.5 9.46585061100117 273.3 1.22782750769337 0.0968421052631579 0.146260371506158 58.9636363636364
"2008-12-28 18:00:00" 9.1 9.11559135977794 234 1.24755471940192 0.131868131868132 0.0998473741009199 68.6909090909091
"2008-12-28 18:20:00" 8.5 8.50958356127255 237 1.24536707831976 0.136470588235294 0.0955515089868922 54.9212121212121
"2008-12-28 17:50:00" 9.3 9.31617029613958 236 1.24764964261287 0.118279569892473 0.0965904379408985 70.4363636363636
"2008-12-28 17:40:00" 10 10.0186117353597 233 1.24810715990022 0.13 0.0669768348806697 82.4606060606061
"2008-12-28 16:00:00" 10.8 10.8336504235176 234 1.25280195704096 0.108333333333333 0.12230043235043 93.7454545454545
"2008-12-28 18:10:00" 7.9 7.90987192846213 236 1.24582292278474 0.132911392405063 0.0935392972644809 48.5939393939394
"2008-03-22 15:50:00" 9.8 9.83413237348713 271.1 1.25417794308662 0.186734693877551 0.129385309821547 64.2848484848485
"2008-03-22 12:00:00" 10.3 10.3175339460282 233.4 1.24751357843765 0.128155339805825 0.129761622119199 67.9090909090909
"2008-12-28 15:10:00" 10.5 10.5381851170905 241 1.25475463530492 0.20952380952381 0.146048936537346 87.7151515151515
"2008-12-28 10:50:00" 11.7 11.7259424096201 260 1.24943860774333 0.142735042735043 0.110166216700089 99.6545454545455
"2008-03-22 08:10:00" 11.7 11.7086199780762 223 1.24390949375888 0.151282051282051 0.143354903383362 88.9636363636364
"2008-12-24 22:10:00" 13.2 13.294014158441 258 1.26787329205977 0.1 0.114775423245528 101.49696969697
"2008-12-28 16:10:00" 11.1 11.1332179441852 232 1.25234051985605 0.135135135135135 0.10052530179218 95.8545454545454
"2008-12-28 15:00:00" 11 11.0362278047284 240 1.25346770747384 0.156363636363636 0.0996234259167134 95.1454545454546
"2008-12-28 12:10:00" 13.1 13.1413292295082 263 1.25294854637624 0.169465648854962 0.143354903383362 101.4
"2008-02-26 21:10:00" 12.2 12.2445221058486 228.1 1.25480217551678 0.102459016393443 0.146199485027715 98.969696969697
"2008-02-26 21:20:00" 12.4 12.4514918856536 225.6 1.25669055305979 0.106451612903226 0.109552142256509 100.084848484848
"2008-12-24 22:00:00" 11.8 11.8784780184475 257 1.26609300471215 0.180508474576271 0.105792854265107 99.9878787878788
"2008-12-24 20:20:00" 12.2 12.2531802352883 265 1.25746587855936 0.133606557377049 0.109135004953076 101.381818181818
"2008-02-26 23:40:00" 11.2 11.2704753300089 223.8 1.26474178242892 0.171428571428571 0.140850920727717 92.2727272727273
"2008-03-08 14:50:00" 9 9.09583323244759 233.4 1.28123612529904 0.0933333333333333 0.129374008339237 49.9212121212121
"2008-12-28 12:50:00" 11.5 11.5402443810044 265 1.25424024590859 0.220869565217391 0.0972957022945516 96.6848484848485
"2008-12-28 14:40:00" 10.8 10.8395748734157 240 1.25485838910195 0.167592592592593 0.101443658799999 92.8545454545454
"2008-12-24 20:10:00" 12.4 12.4540520424242 262 1.25746587855936 0.134677419354839 0.0894575955263034 101.333333333333
"2008-12-28 11:30:00" 12.4 12.4333082217944 260 1.25119292658932 0.179838709677419 0.118268316348124 101.10303030303
"2008-03-04 03:20:00" 12.5 12.5523068659968 261.6 1.25681061713336 0.1472 0.109499137713494 83.9030303030303
"2008-12-24 20:50:00" 13 13.0689157566641 256 1.26100803733208 0.119230769230769 0.105792854265107 101.375757575758
"2008-12-28 15:30:00" 10.8 10.8352749107256 238 1.25336560803337 0.201851851851852 0.153249040291301 92.1939393939394
"2008-12-28 13:00:00" 11.7 11.7409442832827 266 1.25424024590859 0.115384615384615 0.144521209560418 100.09696969697
"2008-12-28 14:30:00" 11.4 11.4392667429689 240 1.25403380336402 0.136842105263158 0.133504643058169 98.2909090909091
