"time" "V" "Vadj" "D" "rho" "I" "S" "normPW"
"2008-11-13 23:00:00" 13.1 12.8949169701788 175 1.18379813509955 0.0770992366412214 0.188789479511011 101.169696969697
"2008-11-03 01:00:00" 10.7 10.4973198161231 175 1.17197903160041 0.0523364485981309 0.179850915886543 75.5090909090909
"2008-11-06 20:10:00" 11.9 11.6656843251951 170 1.1692992324403 0.0529411764705882 0.296603943674662 94.9393939393939
"2008-11-06 02:20:00" 12.8 12.5535603259628 161 1.17086472210464 0.034375 0.287008982477752 99.4121212121212
"2008-11-06 20:00:00" 12.5 12.2524526377614 168 1.16889350751579 0.0448 0.283084546716314 98.9272727272727
"2008-11-04 00:40:00" 10.6 10.4004018263176 170 1.17238066937683 0.0367924528301887 0.378998527972804 75.230303030303
"2008-11-06 07:20:00" 12.1 11.8904736627956 162 1.17781543983825 0.0487603305785124 0.338914366992709 94.3030303030303
"2008-11-06 19:50:00" 12.6 12.3504722588635 170 1.16889350751579 0.0587301587301587 0.29379758819944 99.9515151515152
"2008-11-05 15:00:00" 10.6 10.4403588691099 171 1.18594506850686 0.0773584905660377 0.346223953371498 76.4787878787879
"2008-11-13 23:50:00" 12.5 12.3086594360347 175 1.18505393227257 0.0616 0.310443428090857 100.290909090909
"2008-12-28 01:20:00" 13.1 12.8737949405189 168 1.17799043167772 0.0740458015267176 0.261623219731485 100.781818181818
"2008-11-06 12:10:00" 14.5 14.2491248646854 154 1.17786755232248 0.0537931034482759 0.313889867980373 101.206060606061
"2008-03-26 00:00:00" 13.3 13.0877210480363 147.4 1.18269580094311 0.0578947368421053 0.353896216252176 99.3454545454545
"2008-03-25 23:40:00" 13 12.7879119150308 144.9 1.1814211452554 0.0723076923076923 0.248845255078944 98.0666666666667
"2008-11-06 11:00:00" 14.5 14.2606743613836 158 1.18073400347604 0.0731034482758621 0.219312796413438 101.169696969697
"2008-12-27 16:40:00" 13.8 13.5236076568489 164 1.1680900295112 0.102898550724638 0.269089546301504 101.387878787879
"2008-11-06 19:30:00" 13.8 13.5157738789194 175 1.16606129756335 0.108695652173913 0.220103691940104 100.569696969697
"2008-12-27 16:30:00" 14.6 14.3059298995896 162 1.16768472415745 0.0589041095890411 0.278016135930391 101.284848484848
"2008-11-14 07:10:00" 14.4 14.178103115412 183 1.18468476556477 0.101388888888889 0.291408081508557 101.375757575758
"2008-12-27 16:20:00" 15.8 15.4781801565918 164 1.16687495666497 0.0949367088607595 0.207742891743504 101.472727272727
"2008-12-27 22:50:00" 14.3 14.0579466385568 149 1.1792162281727 0.034965034965035 0.287008982477752 101.4
"2008-11-06 10:00:00" 13.4 13.1787540658178 162 1.18071356728747 0.0514925373134328 0.456683216547655 101.236363636364
